Participant,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Channel 08,0 back,1.05E-01,4.28E-01,0.00E+00,0.00E+00,0.00E+00,1.35E-01,1.58E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.59E-02,0.00E+00,0.00E+00,0.00E+00,4.52E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.48E-02,0.00E+00,0.00E+00,1.58E-02
,2 back,0.00E+00,4.10E-01,0.00E+00,0.00E+00,6.45E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.28E-02,0.00E+00,0.00E+00,0.00E+00,5.06E-01,0.00E+00,0.00E+00,0.00E+00,1.52E-01,2.48E-01,0.00E+00,0.00E+00,0.00E+00
,3 back,0.00E+00,3.49E-01,0.00E+00,0.00E+00,7.50E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.63E-02,0.00E+00,0.00E+00,0.00E+00,5.48E-01,0.00E+00,0.00E+00,0.00E+00,2.37E-01,2.22E-01,0.00E+00,0.00E+00,0.00E+00
Channel 11,0 back,3.96E-02,1.80E-02,0.00E+00,1.35E-01,4.79E-01,0.00E+00,0.00E+00,1.25E-01,3.33E-02,0.00E+00,5.00E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.35E-01,5.50E-03,0.00E+00,5.47E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
,2 back,0.00E+00,0.00E+00,0.00E+00,3.13E-01,7.25E-01,0.00E+00,0.00E+00,0.00E+00,2.19E-01,4.59E-02,7.18E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.64E-01,0.00E+00,0.00E+00,2.33E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.44E-02
,3 back,0.00E+00,0.00E+00,0.00E+00,3.60E-01,6.06E-01,0.00E+00,0.00E+00,0.00E+00,2.48E-01,4.62E-02,6.08E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-01,0.00E+00,0.00E+00,3.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.47E-02
Channel 12,0 back,4.70E-01,2.26E-01,2.00E-03,2.19E-01,1.71E-02,9.14E-02,2.24E-02,0.00E+00,0.00E+00,0.00E+00,3.18E-01,0.00E+00,0.00E+00,3.83E-01,0.00E+00,3.22E-02,2.11E-02,1.44E-02,3.73E-01,1.15E-01,0.00E+00,2.32E-01,3.35E-02,7.53E-01,0.00E+00,3.32E-01
,2 back,2.63E-01,9.72E-02,4.55E-02,2.89E-01,1.69E-01,0.00E+00,2.26E-01,0.00E+00,0.00E+00,1.57E-01,1.53E-01,0.00E+00,0.00E+00,3.72E-01,0.00E+00,0.00E+00,1.28E-01,0.00E+00,3.64E-01,4.60E-01,4.59E-02,3.33E-01,0.00E+00,6.20E-01,0.00E+00,3.37E-01
,3 back,2.60E-01,0.00E+00,5.95E-02,2.52E-01,1.73E-01,0.00E+00,2.40E-01,0.00E+00,0.00E+00,0.00E+00,4.72E-02,0.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,1.37E-01,0.00E+00,3.81E-01,5.17E-01,4.98E-02,3.69E-01,0.00E+00,6.61E-01,0.00E+00,3.38E-01
Channel 20,0 back,0.00E+00,0.00E+00,0.00E+00,1.39E-01,8.08E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.52E-01,0.00E+00,0.00E+00,3.81E-02,2.22E-01,3.67E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
,2 back,2.57E-02,0.00E+00,1.39E-01,4.64E-01,5.13E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.88E-01,0.00E+00,0.00E+00,0.00E+00,4.48E-02,2.51E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E-01,0.00E+00,0.00E+00
,3 back,1.62E-02,0.00E+00,1.50E-01,5.15E-01,5.71E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.96E-01,0.00E+00,0.00E+00,0.00E+00,5.00E-02,2.86E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E-01,0.00E+00,0.00E+00
Channel 24,0 back,6.10E-01,2.00E-03,4.22E-01,2.45E-01,9.74E-01,0.00E+00,0.00E+00,0.00E+00,1.38E-01,4.70E-01,1.27E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.48E-01,0.00E+00,2.47E-01,9.88E-02,0.00E+00,8.08E-01,1.20E+00,3.19E-01,1.40E-01,3.28E-01,4.37E-02
,2 back,6.66E-01,3.87E-02,3.05E-01,5.24E-01,7.81E-01,0.00E+00,7.95E-02,2.47E-02,3.91E-01,4.04E-01,5.50E-03,2.36E-02,0.00E+00,0.00E+00,0.00E+00,4.57E-01,4.93E-02,3.94E-01,0.00E+00,8.92E-02,8.28E-01,9.47E-01,1.06E-01,4.04E-01,3.52E-01,1.76E-01
,3 back,6.51E-01,4.79E-02,3.45E-01,6.19E-01,7.98E-01,0.00E+00,8.31E-02,2.99E-02,4.17E-01,4.32E-01,0.00E+00,1.80E-02,0.00E+00,0.00E+00,0.00E+00,3.76E-01,6.61E-02,3.91E-01,0.00E+00,5.00E-02,8.88E-01,9.90E-01,9.11E-02,4.41E-01,4.54E-01,2.03E-01
Channel 25,0 back,3.20E-01,2.87E-01,7.00E-03,1.19E-01,5.24E-02,7.34E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.45E-01,0.00E+00,0.00E+00,5.36E-02,7.01E-02,2.41E-01,1.44E-02,6.99E-02,3.30E-01,0.00E+00,7.45E-01,1.89E-01,1.47E-01
,2 back,5.59E-02,1.27E-01,5.42E-01,4.83E-01,2.64E-01,0.00E+00,2.02E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.94E-01,0.00E+00,0.00E+00,9.12E-02,0.00E+00,5.14E-01,4.49E-01,0.00E+00,4.96E-01,1.77E-01,7.27E-01,3.92E-02,3.48E-02
,3 back,6.70E-02,1.08E-01,5.77E-01,4.94E-01,2.90E-01,6.30E-03,1.96E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.15E-01,0.00E+00,0.00E+00,9.76E-02,1.65E-02,5.69E-01,5.00E-01,0.00E+00,5.46E-01,1.52E-01,7.58E-01,4.21E-02,0.00E+00
,,,,,,,,,,,,,,,,,0.1633,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.5843,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.4829,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1595,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1898,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1403,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1623,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.3347,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.1642,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.2215,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0322,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.5484,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.4574,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.3756,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,,,
