,0,1,2,3,4,5,6,7,8
1,0.0827,0.1227,0.1424,0.1648,0.0236,0.0453,0.0377,-0.0272,-0.002
2,0.1946,0.0094,-0.2625,-0.2229,-0.1679,0.0604,0.0757,-0.0069,0.1473
0,-0.3134,-0.1269,-0.146,-0.0671,-0.3601,-0.2208,-0.137,-0.2815,-0.1759
1,0.0284,-0.1462,0.1372,0.114,0.1584,0.0715,0.1536,0.1522,0.2562
2,0.371,0.1867,0.1828,0.0541,0.4027,0.3687,0.1623,0.3172,0.3472
0,-0.1483,-0.0243,-0.0437,-0.0267,-0.002,-0.064,-0.0426,-0.0982,-0.0862
1,0.0325,0.0422,0.0135,0.0013,0.036,-0.0569,-0.0234,-0.036,-0.0257
2,0.4258,0.2648,0.2249,0.3145,0.2092,0.2923,0.2571,0.3915,0.3274
0,-0.1145,-0.2411,-0.1074,-0.0212,-0.0477,-0.0519,-0.1671,-0.1335,-0.2836
1,0.2931,0.2106,0.2523,0.0651,0.2204,0.1869,0.085,0.1232,0.2063
2,0.2671,0.1957,0.1471,0.0273,0.0589,0.1399,0.1504,0.4907,0.3524
0,0.0145,-0.1071,-0.1286,-0.0944,-0.1866,-0.2878,-0.2111,-0.0332,-0.1833
1,-0.0828,-0.1602,-0.057,-0.000878,-0.0995,-0.0848,-0.1035,-0.0598,0.007
2,0.2341,0.4009,0.3133,0.1372,0.085,0.371,0.3835,-0.0651,0.1286
0,-0.6921,-0.4199,-0.597,-0.3482,-0.4022,-0.3762,-0.601,-0.5744,-0.3732
1,0.1007,0.1667,0.2784,0.2576,0.0029,0.0648,0.2519,-0.1193,0.0726
2,0.6153,0.3787,0.3425,0.0931,0.4508,0.4695,0.4073,0.6531,0.4264
0,0.25,0.0294,-0.0562,-0.1203,-0.0448,-0.1387,-0.0591,0.1048,-0.0339
1,-0.2622,-0.0936,0.1029,0.0996,-0.1782,0.0333,-0.0275,-0.1142,0.0376
2,0.0014,0.1118,-0.199,-0.1378,0.3138,0.0161,0.0779,0.0455,0.062
0,-0.5218,0.0642,0.133,0.017,-0.0995,-0.0559,0.1371,-0.1897,0.0332
1,0.164,0.0613,-0.0432,0.0117,0.1216,0.0377,-0.0898,0.1607,-0.0275
2,0.4028,0.0476,0.0971,0.0931,0.1524,-0.0439,0.0401,0.1534,0.0612
0,0.0745,-0.019,-0.1142,-0.0327,0.0029,0.0339,-0.0554,-0.0659,-0.0844
1,-0.000504,0.2295,0.2118,0.1441,0.0191,0.1444,0.2073,0.0475,0.1758
2,0.3929,0.2342,0.1866,0.1671,0.2637,0.2455,0.149,0.4463,0.2591
0,-0.3033,-0.2536,-0.1994,0.0012,0.0682,-0.2705,-0.1641,-0.3418,-0.2088
1,-0.0866,-0.0021,-0.0565,-0.1384,-0.1181,0.1987,-0.1386,0.0279,0.1122
2,0.2242,-0.0448,-0.2553,-0.2946,0.0673,0.2768,-0.2484,-0.0607,0.14
0,-0.2524,-0.4315,-0.1314,-0.0985,-0.4042,-0.3883,-0.1299,-0.2139,-0.2774
1,0.2095,-0.144,-0.0522,-0.0799,-0.0923,-0.0155,-0.0082,0.2862,-0.0171
2,0.3462,0.5081,0.0317,-0.0808,0.5268,0.5287,0.2489,0.2407,0.4494
0,0.0104,0.0018,-0.0954,-0.0745,-0.0525,-0.0993,-0.1836,-0.1782,-0.1305
1,-0.164,-0.1023,0.0455,-0.089,-0.1932,-0.0669,-0.2315,-0.2238,-0.1023
2,0.1546,0.171,-0.2363,0.2018,0.1468,0.2805,0.2,0.3309,0.3519
0,-0.1864,-0.3954,-0.3509,-0.2741,-0.3492,-0.0786,-0.1741,-0.332,-0.0769
1,0.0275,-0.0466,0.0988,-0.0387,-0.0912,0.004,0.0031,-0.0259,0.0309
2,0.3774,0.5871,0.0845,0.4453,0.4275,0.2688,0.4206,0.4837,0.2551
0,-0.1706,-0.1575,-0.0437,-0.0213,0.0768,-0.1289,0.0853,-0.0573,-0.1243
1,-0.0074,-0.3526,-0.2195,-0.1466,-0.3075,-0.1806,-0.3215,-0.176,-0.1721
2,0.217,0.0579,-0.1588,-0.1262,0.0373,0.2303,-0.1413,0.4023,0.1349
0,-0.3078,-0.2126,-0.1177,-0.0154,-0.2963,-0.0134,-0.0145,-0.1236,-0.0163
1,0.0861,-0.0152,0.0352,0.0835,-0.0106,0.0252,0.1191,-0.0674,0.0751
2,0.3215,0.1877,0.0285,-0.1094,0.201,-0.0255,-0.0318,-0.0719,-0.0196
